Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,isMVP
354,Jalen Rose,SF,29,TOT,83,83,38,8,17.6,0.455,1.1,3,0.362,6.9,14.6,0.474,0.485,3.4,4,0.839,0.5,4,4.5,4.3,0.9,0.5,2.4,3,20.4,2001-2002,0
355,Malik Rose,PF,27,SAS,82,1,21,3.6,7.7,0.463,0,0.1,0.083,3.6,7.6,0.47,0.464,2.3,3.1,0.72,2.1,3.9,6,0.7,0.9,0.5,1.7,2.5,9.4,2001-2002,0
356,Michael Ruffin,PF,25,PHI,15,0,11.3,0.5,1.7,0.269,0,0,,0.5,1.7,0.269,0.269,0.1,0.5,0.25,1.5,1.9,3.4,0.3,0.3,0.5,0.7,1.5,1.1,2001-2002,0
357,Bryon Russell,SG,31,UTA,66,40,30.3,3.4,8.8,0.38,1.2,3.4,0.341,2.2,5.4,0.405,0.446,1.7,2.1,0.821,1.2,3.3,4.5,2.1,1,0.3,1.7,3.1,9.6,2001-2002,0
358,Daniel Santiago,C,25,PHO,3,0,8,1.3,2.7,0.5,0,0,,1.3,2.7,0.5,0.5,0,0,,0,2.3,2.3,0.7,0,0.3,0.7,1.3,2.7,2001-2002,0
359,Jeryl Sasser,SG,22,ORL,7,0,5.1,0.4,2,0.214,0,0,,0.4,2,0.214,0.214,0.6,0.7,0.8,0.4,0.6,1,0.3,0.4,0,0.3,0.4,1.4,2001-2002,0
360,Kenny Satterfield,PG,20,DEN,36,4,15.6,2,5.5,0.367,0.2,0.8,0.259,1.8,4.8,0.384,0.384,1,1.3,0.783,0.5,1,1.4,3,0.9,0,1.5,1.2,5.3,2001-2002,0
361,Brian Scalabrine,PF,23,NJN,28,0,10.4,0.8,2.4,0.343,0.1,0.4,0.3,0.7,2,0.351,0.366,0.4,0.5,0.733,0.4,1.4,1.8,0.8,0.3,0.1,0.9,1.4,2.1,2001-2002,0
362,Shawnelle Scott,C,29,DEN,21,10,12,1.8,3.6,0.493,0,0,,1.8,3.6,0.493,0.493,0.4,1,0.4,2.5,2.4,4.9,0.4,0.1,0.3,0.7,2.3,3.9,2001-2002,0
363,Ansu Sesay,SF,25,SEA,9,0,15.8,2.4,4.9,0.5,0,0,,2.4,4.9,0.5,0.5,1.6,2.2,0.7,0.8,1.4,2.2,0.9,0.3,0.2,0.2,2,6.4,2001-2002,0
364,Brian Shaw,PG,35,LAL,58,0,10.9,1.1,3,0.353,0.5,1.5,0.33,0.6,1.5,0.376,0.436,0.3,0.4,0.692,0.3,1.6,1.9,1.5,0.4,0.1,0.6,0.7,2.9,2001-2002,0
365,Bobby Simmons,SF,21,WAS,30,3,11.4,1.4,3.2,0.453,0.1,0.5,0.286,1.3,2.7,0.481,0.474,0.7,1,0.733,0.8,0.9,1.7,0.6,0.4,0.2,0.5,1,3.7,2001-2002,0
366,Dickey Simpkins,PF,29,ATL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0,2001-2002,0
367,Brian Skinner,PF,25,CLE,65,8,17,1.4,2.5,0.543,0,0,,1.4,2.5,0.543,0.543,0.7,1.2,0.608,1.4,2.9,4.3,0.3,0.4,0.9,0.6,2,3.4,2001-2002,0
368,Reggie Slater,PF,31,TOT,8,0,5.9,0.9,1.9,0.467,0,0,,0.9,1.9,0.467,0.467,0.9,1.3,0.7,0.6,0.5,1.1,0.1,0.1,0.1,0.1,0.4,2.6,2001-2002,0
369,Charles Smith,SG,26,SAS,60,22,19,3,7.1,0.425,0.6,2.2,0.267,2.5,5,0.495,0.466,0.7,1.1,0.646,0.6,1.7,2.2,1.3,0.9,0.7,1,1.9,7.4,2001-2002,0
370,Jabari Smith,C,24,TOT,23,0,7.9,1.1,2.7,0.413,0,0.1,0,1.1,2.6,0.433,0.413,0.9,1.4,0.656,0.3,0.9,1.2,0.5,0.3,0.3,0.2,1.3,3.2,2001-2002,0
371,Joe Smith,C,26,MIN,72,63,26.7,4.1,8.1,0.511,0,0,0.667,4.1,8,0.51,0.513,2.4,2.9,0.83,2.1,4.2,6.3,1.1,0.5,0.8,1.2,3.5,10.7,2001-2002,0
372,Leon Smith,C,21,ATL,14,0,7.1,0.7,1.9,0.385,0,0,,0.7,1.9,0.385,0.385,0.8,1.2,0.647,0.7,1.5,2.2,0.2,0.4,0.1,0.2,0.9,2.2,2001-2002,0
373,Steve Smith,SG,32,SAS,77,76,28.7,4,8.9,0.455,1.5,3.2,0.472,2.5,5.7,0.445,0.54,2.1,2.4,0.878,0.6,1.9,2.5,2,0.7,0.2,1.4,2.1,11.6,2001-2002,0
374,Eric Snow,PG,28,PHI,61,61,36.5,4.5,10.2,0.442,0,0.4,0.111,4.5,9.8,0.457,0.445,3,3.7,0.806,0.5,3,3.5,6.6,1.6,0.1,2.3,2.7,12.1,2001-2002,0
375,Will Solomon,SG,23,MEM,62,4,14.1,1.8,5.3,0.341,0.7,2.6,0.284,1.1,2.7,0.396,0.411,0.8,1.2,0.671,0.2,0.9,1.1,1.5,0.6,0.1,1,1.2,5.2,2001-2002,0
376,Felton Spencer,C,34,NYK,32,8,7.8,0.2,0.8,0.231,0,0,,0.2,0.8,0.231,0.231,0.5,1,0.515,0.5,1.1,1.6,0.1,0.2,0.3,0.4,2.3,0.9,2001-2002,0
377,Latrell Sprewell,SF,31,NYK,81,81,41.1,7.1,17.5,0.404,1.8,5,0.36,5.3,12.5,0.421,0.455,3.5,4.3,0.821,0.7,3,3.7,3.9,1.2,0.2,2.8,2,19.4,2001-2002,0
378,Jerry Stackhouse,SF,27,DET,76,76,35.3,6.9,17.4,0.397,1.1,3.9,0.287,5.8,13.4,0.43,0.43,6.5,7.6,0.858,1,3.1,4.1,5.3,1,0.5,3.5,2.1,21.4,2001-2002,0
379,John Starks,SG,36,UTA,66,1,14.1,1.7,4.7,0.368,0.4,1.4,0.305,1.3,3.3,0.395,0.415,0.5,0.6,0.805,0.2,0.8,1,1.1,0.5,0,0.8,1.9,4.4,2001-2002,0
380,Vladimir Stepania,C,25,MIA,67,4,13.2,1.7,3.7,0.47,0,0,0.5,1.7,3.7,0.47,0.472,0.7,1.6,0.481,1.5,2.5,4,0.2,0.4,0.7,0.8,1.5,4.3,2001-2002,0
381,DeShawn Stevenson,SG,20,UTA,67,23,16.9,2.1,5.5,0.385,0,0.4,0.08,2.1,5.2,0.408,0.388,0.6,0.8,0.698,0.7,1.3,2,1.7,0.4,0.4,1,1.2,4.9,2001-2002,0
382,Michael Stewart,C,26,TOR,11,0,8.5,0.7,2.1,0.348,0,0,,0.7,2.1,0.348,0.348,0.5,1,0.545,1.1,1.2,2.3,0.3,0.4,0.3,0.4,2,2,2001-2002,0
383,Bryant Stith,SG,31,CLE,50,5,13.3,1.4,3.8,0.372,0.5,1.4,0.353,0.9,2.4,0.383,0.436,0.9,1,0.846,0.4,1.3,1.7,0.8,0.6,0.1,0.6,0.8,4.2,2001-2002,0
384,John Stockton*,PG,39,UTA,82,82,31.3,4.9,9.5,0.517,0.3,1,0.321,4.6,8.5,0.539,0.534,3.4,3.9,0.857,0.7,2.5,3.2,8.2,1.9,0.3,2.5,2.5,13.4,2001-2002,0
385,Peja Stojaković,SF,24,SAC,71,71,37.3,7.7,15.9,0.484,1.8,4.4,0.416,5.9,11.5,0.51,0.541,4,4.5,0.876,1,4.2,5.3,2.5,1.1,0.2,2,1.7,21.2,2001-2002,0
386,Damon Stoudamire,PG,28,POR,75,71,37.3,4.9,12.2,0.402,1.4,3.9,0.353,3.5,8.3,0.425,0.459,2.3,2.6,0.888,1,2.9,3.9,6.5,0.9,0.1,2,2,13.5,2001-2002,0
387,Erick Strickland,PG,28,BOS,79,4,20.8,2.4,6.2,0.389,1.2,3.1,0.385,1.2,3.1,0.394,0.487,1.7,2,0.845,0.3,2.4,2.7,2.3,0.7,0,1.2,1.8,7.7,2001-2002,0
388,Mark Strickland,SF,31,ATL,46,10,14.2,2,4.4,0.446,0,0.1,0.25,2,4.3,0.45,0.449,0.5,1,0.568,0.9,2,2.8,0.4,0.4,0.4,0.6,1,4.5,2001-2002,0
389,Rod Strickland,PG,35,MIA,76,64,30.2,4.2,9.4,0.443,0.1,0.3,0.308,4.1,9.1,0.448,0.448,2,2.6,0.766,0.6,2.4,3.1,6.1,1.1,0.1,2.1,1.5,10.4,2001-2002,0
390,Bruno Šundov,C,21,IND,22,0,4,0.7,1.8,0.4,0,0,0,0.7,1.8,0.41,0.4,0,0.1,0,0.3,0.6,1,0.1,0.1,0.1,0.2,0.7,1.5,2001-2002,0
391,Bob Sura,PG,28,GSW,78,5,22.8,3.2,7.6,0.424,0.5,1.7,0.316,2.7,5.9,0.455,0.459,3,4.2,0.72,1.1,2.1,3.3,3.5,1.1,0.2,1.7,2.1,10,2001-2002,0
392,Stromile Swift,PF,22,MEM,68,14,26.5,4.3,9,0.48,0,0,0,4.3,8.9,0.482,0.48,3.2,4.5,0.711,2.4,4,6.3,0.7,0.8,1.7,1.8,2.6,11.8,2001-2002,0
393,Wally Szczerbiak,SF,24,MIN,82,82,38,7.4,14.6,0.508,1.1,2.3,0.455,6.4,12.3,0.517,0.544,2.8,3.3,0.831,1.5,3.3,4.8,3.1,0.8,0.3,2.2,2.3,18.7,2001-2002,0
394,Jason Terry,SG,24,ATL,78,78,38,6.7,15.6,0.43,2.2,5.7,0.387,4.5,9.9,0.454,0.5,3.6,4.4,0.835,0.5,2.9,3.5,5.7,1.8,0.2,2.3,2,19.3,2001-2002,0
395,Etan Thomas,C,23,WAS,47,0,13.1,1.7,3.2,0.536,0,0,,1.7,3.2,0.536,0.536,0.9,1.6,0.554,1.2,2.7,3.9,0.1,0.4,0.7,0.6,1.6,4.3,2001-2002,0
396,Kenny Thomas,PF,24,HOU,72,71,34.5,5.5,11.5,0.478,0,0.2,0,5.5,11.3,0.487,0.478,3.1,4.7,0.664,2.2,5,7.2,1.9,1.2,0.9,2,2.7,14.1,2001-2002,0
397,Kurt Thomas,C,29,NYK,82,82,33.8,5.6,11.4,0.494,0,0.1,0.167,5.6,11.4,0.496,0.494,2.6,3.2,0.815,2.6,6.5,9.1,1.1,0.9,1,1.9,4.2,13.9,2001-2002,0
398,Tim Thomas,SF,24,MIL,74,22,26.9,4.3,10.2,0.42,1.3,3.9,0.326,3,6.2,0.478,0.483,1.9,2.4,0.793,0.9,3.2,4.1,1.4,0.9,0.4,1.7,2.7,11.7,2001-2002,0
399,Jamaal Tinsley,PG,23,IND,80,78,30.5,3.6,9.5,0.38,0.5,2.2,0.24,3.1,7.3,0.422,0.408,1.6,2.3,0.704,1,2.8,3.7,8.1,1.7,0.5,3.4,3.1,9.4,2001-2002,0
400,Óscar Torres,SG,25,HOU,65,13,16.5,2.1,5.2,0.396,0.6,1.9,0.294,1.5,3.3,0.456,0.45,1.3,1.6,0.781,0.7,1.2,1.9,0.6,0.4,0.1,0.8,1,6,2001-2002,0
401,Robert Traylor,PF,24,CHH,61,1,11.1,1.4,3.3,0.426,0,0,1,1.4,3.3,0.424,0.429,0.9,1.4,0.631,1.1,2,3.1,0.6,0.4,0.6,0.7,2.1,3.7,2001-2002,0
402,Gary Trent,PF,27,MIN,64,10,17.8,3,6,0.507,0,0,0,3,5.9,0.509,0.507,1.4,2.3,0.639,1.6,2.6,4.2,0.9,0.3,0.4,0.9,2.5,7.5,2001-2002,0
403,Jeff Trepagnier,SG,22,CLE,12,0,6.4,0.6,1.9,0.304,0,0.1,0,0.6,1.8,0.318,0.304,0.3,0.6,0.571,0.3,0.8,1,1,0.7,0.3,0.9,0.7,1.5,2001-2002,0
404,Jake Tsakalidis,C,22,PHO,67,47,23.6,2.8,6,0.475,0,0,0,2.8,6,0.476,0.475,1.7,2.4,0.698,1.9,3.6,5.6,0.3,0.3,1,1.2,2.9,7.3,2001-2002,0
405,Hedo Türkoğlu,SF,22,SAC,80,10,24.6,3.6,8.6,0.422,0.8,2.1,0.368,2.8,6.5,0.44,0.468,2.1,2.9,0.726,0.8,3.8,4.5,2,0.7,0.4,1,2.3,10.1,2001-2002,0
406,Nick Van Exel,PG-SG,30,TOT,72,46,34.7,7,17,0.409,1.7,4.9,0.34,5.3,12.2,0.436,0.457,2.8,3.5,0.801,0.4,3.1,3.5,6.6,0.6,0.2,2.2,1.4,18.4,2001-2002,0
407,Keith Van Horn,SF,26,NJN,81,81,30.4,5.8,13.4,0.433,1.2,3.6,0.345,4.6,9.8,0.465,0.479,1.9,2.4,0.8,1.7,5.8,7.5,2,0.8,0.5,1.8,2.7,14.8,2001-2002,0
408,Ratko Varda,C,22,DET,1,0,6,2,3,0.667,0,0,,2,3,0.667,0.667,1,1,1,0,1,1,0,0,0,1,3,5,2001-2002,0
409,Jacque Vaughn,PG,26,ATL,82,16,22.6,2.5,5.3,0.47,0.3,0.7,0.444,2.2,4.7,0.474,0.498,1.3,1.5,0.825,0.2,1.8,2,4.3,0.8,0,1.4,2.2,6.6,2001-2002,0
410,Jake Voskuhl,C,24,PHO,59,34,15.3,1.8,3.3,0.554,0,0,,1.8,3.3,0.554,0.554,1.4,1.8,0.752,1.7,2.5,4.2,0.3,0.2,0.4,0.8,2.4,5,2001-2002,0
411,Antoine Walker,PF,25,BOS,81,81,42,8.2,20.9,0.394,2.7,8,0.344,5.5,12.9,0.425,0.46,3,4,0.741,1.9,7,8.8,5,1.5,0.5,3.1,2.9,22.1,2001-2002,0
412,Samaki Walker,PF,25,LAL,69,63,24,2.7,5.3,0.512,0,0,,2.7,5.3,0.512,0.512,1.2,1.9,0.667,1.9,5.1,7,0.9,0.4,1.3,0.8,2.5,6.7,2001-2002,0
413,Ben Wallace*,C,27,DET,80,80,36.5,3.2,6,0.531,0,0,0,3.2,6,0.535,0.531,1.2,2.9,0.423,4,9,13,1.4,1.7,3.5,0.9,2.2,7.6,2001-2002,0
414,Gerald Wallace,SF,19,SAC,54,1,8,1.4,3.2,0.429,0,0.1,0,1.4,3.1,0.446,0.429,0.4,0.9,0.5,0.9,0.7,1.6,0.5,0.4,0.1,0.4,0.9,3.2,2001-2002,0
415,John Wallace,SF,27,PHO,46,0,10.7,2,4.7,0.435,0.1,0.3,0.385,1.9,4.4,0.438,0.446,0.9,1,0.87,0.6,1.3,1.8,0.6,0.2,0.2,0.6,1.3,5,2001-2002,0
416,Rasheed Wallace,PF,27,POR,79,79,37.5,7.6,16.3,0.469,1.4,4,0.36,6.2,12.3,0.504,0.513,2.5,3.5,0.734,1.7,6.4,8.2,1.9,1.3,1.3,1.7,2.7,19.3,2001-2002,0
417,Charlie Ward,PG,31,NYK,63,0,16.8,1.8,4.8,0.373,0.8,2.6,0.323,1,2.2,0.432,0.46,0.7,0.9,0.81,0.2,1.8,2,3.2,1.1,0.2,1.2,1.6,5.2,2001-2002,0
418,Earl Watson,PG,22,SEA,64,0,15.1,1.5,3.3,0.453,0.3,0.7,0.364,1.3,2.6,0.476,0.491,0.4,0.6,0.639,0.5,0.8,1.3,2,0.9,0.1,0.8,1.5,3.6,2001-2002,0
419,Clarence Weatherspoon,PF,31,NYK,56,41,30.9,3.4,8.1,0.418,0,0,,3.4,8.1,0.418,0.418,2.1,2.6,0.795,2.7,5.6,8.2,1.1,0.7,0.9,0.8,2.4,8.8,2001-2002,0
420,Chris Webber*,PF,28,SAC,54,54,38.4,9.9,19.9,0.495,0.1,0.4,0.263,9.8,19.6,0.499,0.497,4.7,6.3,0.749,2.8,7.3,10.1,4.8,1.7,1.4,2.9,3.4,24.5,2001-2002,0
421,Bonzi Wells,SG,25,POR,74,69,31.7,6.6,14,0.469,0.9,2.3,0.384,5.7,11.7,0.486,0.5,2.9,3.9,0.741,1.6,4.4,6,2.8,1.5,0.3,2.6,2.8,17,2001-2002,0
422,David Wesley,SG,31,CHH,67,63,37.1,5.4,13.6,0.4,1.3,3.8,0.332,4.2,9.8,0.427,0.447,2.1,2.8,0.734,0.7,1.5,2.1,3.5,1.1,0.2,1.8,2.2,14.2,2001-2002,0
423,Jahidi White,C,25,WAS,71,69,19,2.1,3.9,0.538,0,0,,2.1,3.9,0.538,0.538,1.2,2.2,0.539,2.2,4,6.3,0.2,0.4,1.1,0.9,2.3,5.4,2001-2002,0
424,Rodney White,SF,21,DET,16,0,8.1,1.3,3.8,0.35,0.1,0.6,0.222,1.2,3.2,0.373,0.367,0.8,0.9,0.857,0.1,1,1.1,0.8,0.6,0.1,0.9,0.4,3.5,2001-2002,0
425,Chris Whitney,PG,30,WAS,82,81,26.5,3.3,8,0.418,1.6,3.9,0.406,1.7,4.1,0.429,0.518,1.9,2.1,0.88,0.1,1.7,1.9,3.8,0.9,0.1,1,2.2,10.2,2001-2002,0
426,Aaron Williams,PF,30,NJN,82,13,18.9,2.8,5.4,0.526,0,0,0,2.8,5.3,0.529,0.526,1.6,2.3,0.699,1.4,2.7,4.1,0.9,0.4,0.9,1,2.6,7.2,2001-2002,0
427,Alvin Williams,PG,27,TOR,82,82,35.7,4.9,11.8,0.415,0.8,2.4,0.321,4.2,9.5,0.438,0.447,1.3,1.7,0.736,0.7,2.7,3.4,5.7,1.6,0.3,1.8,2.3,11.8,2001-2002,0
428,Eric Williams,SF,29,BOS,74,30,23.6,1.9,5.2,0.374,0.3,1.2,0.279,1.6,4,0.401,0.405,2.2,3,0.731,0.8,2.2,3,1.5,1,0.1,1.3,2.4,6.4,2001-2002,0
429,Jason Williams,PG,26,MEM,65,65,34.4,5.8,15.2,0.382,2,6.6,0.295,3.8,8.5,0.449,0.446,1.2,1.6,0.792,0.3,2.7,3,8,1.7,0.1,3.3,1.6,14.8,2001-2002,0
430,Jerome Williams,PF,28,TOR,68,32,24.1,2.8,5.7,0.49,0,0,,2.8,5.7,0.49,0.49,2,3,0.676,2.4,3.3,5.7,1.1,1.1,0.4,1,2.3,7.6,2001-2002,0
431,Monty Williams,SF,30,ORL,68,19,18.9,2.9,5.3,0.547,0,0.1,0,2.9,5.3,0.553,0.547,1.3,2,0.657,1.2,2.3,3.5,1.4,0.7,0.3,1.3,2,7.1,2001-2002,0
432,Scott Williams,PF,33,DEN,41,16,18,2.1,5.3,0.396,0,0,0,2.1,5.2,0.4,0.396,0.7,1,0.732,2,3.1,5.1,0.3,0.4,0.8,0.9,2.4,4.9,2001-2002,0
433,Shammond Williams,SG,26,SEA,50,2,12.1,1.6,3.9,0.42,0.6,1.5,0.373,1.1,2.4,0.449,0.492,0.6,0.8,0.795,0.3,0.9,1.3,1.7,0.4,0,0.7,0.7,4.4,2001-2002,0
434,Walt Williams,SF,31,HOU,48,25,23.3,3.5,8.3,0.419,1.6,3.8,0.426,1.8,4.4,0.413,0.518,0.8,1.1,0.784,0.8,2.6,3.4,1.4,0.4,0.2,1.1,2.2,9.4,2001-2002,0
435,Corliss Williamson,SF,28,DET,78,7,21.8,5.3,10.3,0.51,0,0.1,0.2,5.3,10.3,0.512,0.511,3.1,3.8,0.805,1.5,2.6,4.1,1.2,0.6,0.3,1.8,2.9,13.6,2001-2002,0
436,Kevin Willis,PF,39,HOU,52,5,16.6,2.4,5.5,0.44,0,0,0,2.4,5.4,0.442,0.44,1.3,1.7,0.747,2,3.7,5.8,0.3,0.5,0.4,0.8,1.9,6.1,2001-2002,0
437,Loren Woods,C,23,MIN,60,0,8.6,0.6,1.6,0.344,0,0,0,0.6,1.6,0.351,0.344,0.7,1,0.733,0.8,1.3,2,0.4,0.3,0.6,0.6,1,1.8,2001-2002,0
438,Metta World Peace,SF,22,TOT,55,50,29.9,4.9,11.6,0.423,1,3.1,0.312,3.9,8.5,0.464,0.465,2.5,3.7,0.667,1.3,3.6,4.9,2.3,2.6,0.7,2.1,3.9,13.2,2001-2002,0
439,Lorenzen Wright,C,26,MEM,43,33,29.1,5.2,11.3,0.459,0,0,0,5.2,11.3,0.461,0.459,1.6,2.9,0.569,3,6.4,9.4,1,0.7,0.5,1.7,2.9,12,2001-2002,0
440,Wang Zhizhi,C,24,DAL,55,0,10.9,2,4.5,0.44,0.9,2.1,0.414,1.1,2.4,0.462,0.536,0.8,1,0.737,0.3,1.7,2,0.4,0.2,0.3,0.5,1.5,5.6,2001-2002,0
