Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,isMVP
15,Ryan Anderson,PF,24,NOH,81,22,30.9,5.8,13.8,0.423,2.6,6.9,0.382,3.2,6.9,0.464,0.519,1.9,2.2,0.844,2.4,4,6.4,1.2,0.5,0.4,1.2,2.2,16.2,2012-2013,0
16,Carmelo Anthony,PF,28,NYK,67,67,37,10,22.2,0.449,2.3,6.2,0.379,7.6,16,0.476,0.502,6.3,7.6,0.83,2,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,2012-2013,0
17,Joel Anthony,C,30,MIA,62,3,9.1,0.6,1.1,0.515,0,0,,0.6,1.1,0.515,0.515,0.3,0.5,0.607,0.7,1.1,1.9,0.2,0.2,0.7,0.4,0.8,1.4,2012-2013,0
18,Trevor Ariza,SF,27,WAS,56,15,26.3,3.4,8.1,0.417,1.4,3.7,0.364,2,4.3,0.463,0.501,1.4,1.7,0.821,0.8,4,4.8,2,1.3,0.4,1.5,1.3,9.5,2012-2013,0
19,Darrell Arthur,PF,24,MEM,59,3,16.4,2.7,6.1,0.451,0.1,0.3,0.278,2.7,5.8,0.46,0.458,0.6,0.8,0.717,1.2,1.7,2.9,0.6,0.4,0.6,0.7,2.1,6.1,2012-2013,0
20,Ömer Aşık,C,26,HOU,82,82,30,4,7.5,0.541,0,0,0,4,7.5,0.542,0.541,2,3.6,0.562,3.4,8.3,11.7,0.9,0.6,1.1,2.1,2.7,10.1,2012-2013,0
21,D.J. Augustin,PG,25,IND,76,5,16.1,1.4,3.9,0.35,0.9,2.5,0.353,0.5,1.4,0.346,0.464,1.1,1.3,0.838,0.3,0.9,1.2,2.2,0.4,0,0.9,0.8,4.7,2012-2013,0
22,Gustavo Ayón,C,27,TOT,55,3,13.3,1.7,3,0.551,0,0,,1.7,3,0.551,0.551,0.4,0.9,0.4,1.1,2.5,3.6,1.3,0.4,0.3,0.9,1.9,3.7,2012-2013,0
23,Jeff Ayres,PF,25,IND,37,0,10,1.6,3.4,0.484,0.1,0.1,0.5,1.6,3.3,0.484,0.492,0.6,0.6,0.913,0.8,2,2.8,0.4,0.2,0.3,0.6,1.2,3.9,2012-2013,0
24,Luke Babbitt,PF,23,POR,62,0,11.8,1.4,3.8,0.368,1,2.9,0.348,0.4,0.9,0.429,0.5,0.2,0.2,0.769,0.2,2,2.2,0.5,0.2,0.1,0.4,1.3,3.9,2012-2013,0
25,Leandro Barbosa,PG,30,BOS,41,2,12.5,2,4.7,0.43,0.4,1.1,0.383,1.6,3.6,0.445,0.477,0.8,1,0.756,0.2,0.9,1.1,1.4,0.4,0.1,0.5,1.2,5.2,2012-2013,0
26,J.J. Barea,PG,28,MIN,74,2,23.1,4.3,10.2,0.417,1.3,3.8,0.346,3,6.5,0.458,0.481,1.4,1.8,0.784,0.5,2.3,2.8,4,0.4,0,2,1.8,11.3,2012-2013,0
27,Andrea Bargnani,PF,27,TOR,35,25,28.7,4.9,12.2,0.399,1.1,3.5,0.309,3.8,8.7,0.436,0.444,1.9,2.2,0.844,0.7,2.9,3.7,1.1,0.6,0.7,1.5,1.8,12.7,2012-2013,0
28,Harrison Barnes,SF,20,GSW,81,81,25.4,3.4,7.8,0.439,0.6,1.8,0.359,2.8,6,0.464,0.481,1.8,2.3,0.758,0.7,3.5,4.1,1.2,0.6,0.2,1.2,1.7,9.2,2012-2013,0
29,Matt Barnes,SF,32,LAC,80,4,25.7,3.9,8.4,0.462,1.4,4.1,0.342,2.5,4.4,0.574,0.544,1.1,1.5,0.744,1.4,3.2,4.6,1.5,1,0.8,1.1,2.9,10.3,2012-2013,0
30,Earl Barron,C,31,TOT,12,2,13.3,1.5,4.3,0.353,0,0,,1.5,4.3,0.353,0.353,0.3,0.6,0.429,1.8,3.3,5.1,0.4,0.4,0.5,0.9,2,3.3,2012-2013,0
31,Will Barton,SG,22,POR,73,5,12.2,1.6,4.2,0.382,0.1,0.9,0.138,1.5,3.3,0.447,0.396,0.7,0.9,0.769,0.5,1.5,2,0.8,0.5,0.1,0.8,0.8,4,2012-2013,0
32,Brandon Bass,PF,27,BOS,81,69,27.6,3.5,7.3,0.486,0,0,0,3.5,7.2,0.487,0.486,1.6,1.9,0.86,1.6,3.7,5.2,1,0.5,0.8,1,2.3,8.7,2012-2013,0
33,Shane Battier,SF,34,MIA,72,20,24.8,2.1,5,0.42,1.9,4.4,0.43,0.2,0.6,0.348,0.608,0.4,0.5,0.842,0.5,1.8,2.3,1,0.6,0.8,0.5,2.1,6.6,2012-2013,0
34,Nicolas Batum,SF,24,POR,73,73,38.5,4.8,11.4,0.423,2.3,6.1,0.372,2.6,5.3,0.481,0.522,2.4,2.9,0.848,1.3,4.3,5.6,4.9,1.2,1.1,2.6,1.9,14.3,2012-2013,0
35,Jerryd Bayless,PG,24,MEM,80,4,22.1,3.3,7.8,0.419,0.9,2.5,0.353,2.4,5.3,0.45,0.476,1.3,1.5,0.836,0.3,1.9,2.2,3.3,0.7,0.2,1.5,2.1,8.7,2012-2013,0
36,Aron Baynes,C,26,SAS,16,0,8.8,1.1,2.3,0.5,0,0.1,0,1.1,2.2,0.514,0.5,0.4,0.8,0.583,0.8,1.3,2,0.3,0.1,0.4,0.7,1.4,2.7,2012-2013,0
37,Kent Bazemore,SG,23,GSW,61,0,4.4,0.7,1.9,0.371,0.2,0.6,0.294,0.5,1.3,0.402,0.414,0.4,0.7,0.614,0.1,0.3,0.4,0.4,0.3,0.1,0.3,0.4,2,2012-2013,0
38,Bradley Beal,SG,19,WAS,56,46,31.2,5,12.3,0.41,1.6,4.2,0.386,3.4,8.1,0.424,0.477,2.2,2.8,0.786,0.8,3,3.8,2.4,0.9,0.5,1.6,2,13.9,2012-2013,0
39,Michael Beasley,SF,24,PHO,75,20,20.7,4.1,10.2,0.405,0.6,1.9,0.313,3.5,8.3,0.426,0.434,1.3,1.7,0.746,0.7,3.1,3.8,1.5,0.4,0.5,1.9,1.4,10.1,2012-2013,0
40,Rodrigue Beaubois,PG,24,DAL,45,0,12.2,1.4,3.9,0.369,0.5,1.6,0.292,1,2.3,0.423,0.429,0.7,0.8,0.789,0.2,1.1,1.3,1.9,0.4,0.1,0.7,1.2,4,2012-2013,0
41,Marco Belinelli,SG,26,CHI,73,27,25.8,3.3,8.4,0.395,1.1,3,0.357,2.2,5.3,0.416,0.46,1.9,2.3,0.839,0.2,1.7,1.9,2,0.6,0.1,1.1,1.9,9.6,2012-2013,0
42,Patrick Beverley,PG,24,HOU,41,0,17.4,1.9,4.6,0.418,0.9,2.3,0.375,1,2.3,0.462,0.513,0.8,1,0.829,1.1,1.6,2.7,2.9,0.9,0.5,1.1,2,5.6,2012-2013,0
43,Andris Biedriņš,C,26,GSW,53,9,9.3,0.2,0.4,0.476,0,0,,0.2,0.4,0.476,0.476,0.1,0.2,0.308,0.6,2.2,2.9,0.3,0.3,0.8,0.3,1.9,0.5,2012-2013,0
44,Chauncey Billups,SG,36,LAC,22,22,19,2.4,6,0.402,1.5,4.1,0.367,0.9,1.9,0.476,0.527,2,2.2,0.938,0.1,1.4,1.5,2.2,0.5,0,1.2,1.1,8.4,2012-2013,0
45,Bismack Biyombo,C,20,CHA,80,65,27.3,2,4.3,0.451,0,0,,2,4.3,0.451,0.451,0.9,1.8,0.521,2.4,4.9,7.3,0.4,0.4,1.8,1,2.4,4.8,2012-2013,0
46,DeJuan Blair,PF,23,SAS,61,16,14,2.3,4.4,0.524,0,0,0,2.3,4.4,0.526,0.524,0.7,1.1,0.629,1.1,2.7,3.8,0.7,0.6,0.2,0.8,1.8,5.4,2012-2013,0
47,Steve Blake,PG,32,LAL,45,13,26.1,2.5,6,0.422,1.6,3.8,0.421,0.9,2.2,0.424,0.556,0.6,0.8,0.771,0.5,2.5,2.9,3.8,0.8,0.1,1.4,1.8,7.3,2012-2013,0
48,Andray Blatche,C,26,BRK,82,8,19,4.2,8.2,0.512,0,0.3,0.136,4.2,8,0.524,0.514,1.8,2.6,0.685,2,3.1,5.1,1,1,0.7,1.5,2,10.3,2012-2013,0
49,Eric Bledsoe,PG,23,LAC,76,12,20.4,3.3,7.5,0.445,0.4,1,0.397,2.9,6.4,0.453,0.473,1.4,1.8,0.791,1,1.9,3,3.1,1.4,0.7,1.8,1.5,8.5,2012-2013,0
50,Keith Bogans,SG,32,BRK,74,23,19,1.5,3.8,0.38,1.1,3.3,0.343,0.3,0.5,0.615,0.528,0.1,0.2,0.647,0.2,1.4,1.6,1,0.4,0.1,0.7,1.5,4.2,2012-2013,0
51,Andrew Bogut,C,28,GSW,32,32,24.6,2.6,5.8,0.451,0,0,1,2.6,5.7,0.448,0.454,0.6,1.2,0.5,2.1,5.5,7.7,2.1,0.6,1.7,1.1,2.7,5.8,2012-2013,0
52,Matt Bonner,PF,32,SAS,68,4,13.4,1.6,3.4,0.487,0.8,1.8,0.442,0.9,1.6,0.536,0.602,0.2,0.2,0.733,0.4,1.5,1.9,0.5,0.3,0.3,0.2,1.3,4.2,2012-2013,0
53,Trevor Booker,PF,25,WAS,48,14,18.5,2.3,4.6,0.491,0,0.1,0,2.3,4.5,0.502,0.491,0.8,1.5,0.556,2,2.9,5,0.8,0.7,0.3,0.6,2,5.3,2012-2013,0
54,Carlos Boozer,PF,31,CHI,79,79,32.2,6.9,14.4,0.477,0,0,0,6.9,14.4,0.478,0.477,2.4,3.3,0.731,2.2,7.5,9.8,2.3,0.8,0.4,2.2,3,16.2,2012-2013,0
55,Chris Bosh*,C,28,MIA,74,74,33.2,6.6,12.3,0.535,0.3,1,0.284,6.3,11.3,0.557,0.546,3.3,4.1,0.798,1.8,5,6.8,1.7,0.9,1.4,1.7,2.3,16.6,2012-2013,0
56,Avery Bradley,PG,22,BOS,50,50,28.7,3.8,9.6,0.402,0.8,2.5,0.317,3,7,0.432,0.444,0.7,1,0.755,0.6,1.6,2.2,2.1,1.3,0.4,1.4,2.6,9.2,2012-2013,0
57,Elton Brand,C,33,DAL,72,18,21.2,3.1,6.6,0.473,0,0,0,3.1,6.6,0.474,0.473,0.9,1.3,0.71,1.8,4.2,6,1,0.7,1.3,0.8,2.7,7.2,2012-2013,0
58,Corey Brewer,SF,26,DEN,82,2,24.4,4.6,10.8,0.425,1.1,3.7,0.296,3.5,7,0.493,0.476,1.8,2.6,0.69,0.7,2.2,2.9,1.5,1.4,0.3,1.2,1.9,12.1,2012-2013,0
59,Ronnie Brewer,SF,27,TOT,60,34,14.2,1.2,3.3,0.354,0.4,1.3,0.303,0.8,2,0.385,0.412,0.3,0.7,0.41,0.7,1.6,2.3,0.8,0.7,0.1,0.3,0.6,3,2012-2013,0
60,Aaron Brooks,PG,28,TOT,53,20,18.8,2.7,6,0.453,0.9,2.5,0.373,1.8,3.4,0.511,0.532,0.8,1,0.769,0.2,1.3,1.5,2.2,0.6,0.2,1.3,1.8,7.1,2012-2013,0
61,MarShon Brooks,SG,24,BRK,73,2,12.5,2.1,4.6,0.463,0.2,0.8,0.273,1.9,3.8,0.5,0.485,0.9,1.3,0.734,0.4,1,1.4,1,0.5,0.2,0.9,1.3,5.4,2012-2013,0
62,Kwame Brown,C,30,PHI,22,11,12.2,0.8,1.7,0.459,0,0,,0.8,1.7,0.459,0.459,0.3,0.9,0.368,1,2.3,3.4,0.4,0.3,0.5,0.4,1.7,1.9,2012-2013,0
63,Shannon Brown,SG,27,PHO,59,22,23.8,4.1,9.7,0.42,0.7,2.4,0.277,3.4,7.3,0.467,0.454,1.7,2.1,0.784,0.7,1.8,2.5,1.8,1,0.3,1.3,1.6,10.5,2012-2013,0
64,Kobe Bryant*,SG,34,LAL,78,78,38.6,9.5,20.4,0.463,1.7,5.2,0.324,7.8,15.2,0.51,0.504,6.7,8,0.839,0.8,4.7,5.6,6,1.4,0.3,3.7,2.2,27.3,2012-2013,0
65,Chase Budinger,SF,24,MIN,23,1,22.1,3.4,8.3,0.414,1.1,3.5,0.321,2.3,4.8,0.482,0.482,1.4,1.8,0.762,0.7,2.4,3.1,1.1,0.6,0.3,1,1.3,9.4,2012-2013,0
66,Alec Burks,SG,21,UTA,64,0,17.8,2.5,6.1,0.42,0.5,1.4,0.359,2,4.6,0.439,0.463,1.4,2,0.713,0.6,1.7,2.3,1.4,0.5,0.2,1.2,1.8,7,2012-2013,0
67,Caron Butler,SF,32,LAC,78,78,24.1,3.9,9.2,0.424,1.6,4.2,0.388,2.3,5,0.454,0.513,1,1.2,0.833,0.5,2.3,2.9,1,0.7,0.1,0.9,1.8,10.4,2012-2013,0
68,Jimmy Butler,SF,23,CHI,82,20,26,2.9,6.2,0.467,0.5,1.3,0.381,2.4,5,0.489,0.506,2.3,2.8,0.803,1.7,2.3,4,1.4,1,0.4,0.8,1.2,8.6,2012-2013,0
69,Will Bynum,PG,30,DET,65,0,18.8,3.9,8.3,0.469,0.4,1.2,0.316,3.5,7.1,0.494,0.491,1.6,2,0.809,0.4,1.1,1.5,3.6,0.7,0.1,1.9,2,9.8,2012-2013,0
70,José Calderón,PG,31,TOT,73,58,29.6,4.3,8.7,0.491,1.8,3.9,0.461,2.5,4.8,0.516,0.594,1,1.1,0.9,0.3,2.1,2.4,7.1,0.8,0.1,1.7,1.4,11.3,2012-2013,0
71,Marcus Camby,PF,38,NYK,24,4,10.4,0.7,2.2,0.321,0,0,,0.7,2.2,0.321,0.321,0.3,0.8,0.421,1,2.3,3.3,0.6,0.3,0.6,0.6,1.2,1.8,2012-2013,0
72,DeMarre Carroll,SF,26,UTA,66,12,16.8,2.3,4.9,0.46,0.3,1.1,0.286,2,3.8,0.508,0.491,1.1,1.5,0.765,1.3,1.5,2.8,0.9,0.9,0.4,0.5,1.8,6,2012-2013,0
73,Matt Carroll,SG,32,CHA,1,0,6,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,1,0,2012-2013,0
74,Vince Carter,SF,36,DAL,81,3,25.8,4.6,10.6,0.435,2,4.9,0.406,2.6,5.6,0.461,0.53,2.2,2.8,0.816,0.7,3.4,4.1,2.4,0.9,0.5,1.3,2.8,13.4,2012-2013,0
75,Omri Casspi,SF,24,CLE,43,1,11.7,1.5,3.7,0.394,0.6,1.8,0.329,0.9,2,0.452,0.472,0.5,1,0.537,0.5,2.2,2.7,0.7,0.6,0.3,0.5,1,4,2012-2013,0
76,Mario Chalmers,PG,26,MIA,77,77,26.9,2.9,6.9,0.429,1.6,3.9,0.409,1.4,3,0.456,0.545,1.2,1.5,0.795,0.2,2,2.2,3.5,1.5,0.2,1.5,2.5,8.6,2012-2013,0
77,Tyson Chandler,C,30,NYK,66,66,32.8,3.9,6.1,0.638,0,0,,3.9,6.1,0.638,0.638,2.7,3.9,0.694,4.1,6.6,10.7,0.9,0.6,1.1,1.3,2.8,10.4,2012-2013,0
78,Wilson Chandler,PF,25,DEN,43,8,25.1,4.9,10.6,0.462,1.2,2.9,0.413,3.7,7.7,0.48,0.519,2,2.6,0.793,1,4,5.1,1.3,1,0.3,1.4,2.8,13,2012-2013,0
79,Josh Childress,SF,29,BRK,14,0,7.1,0.4,1.5,0.286,0.1,0.2,0.333,0.4,1.3,0.278,0.31,0.1,0.1,0.5,0.4,0.6,1.1,0.4,0.1,0.1,0,0.2,1,2012-2013,0
80,Earl Clark,PF,25,LAL,59,36,23.1,2.9,6.5,0.44,0.6,1.8,0.337,2.3,4.8,0.479,0.486,0.9,1.3,0.697,1.4,4.1,5.5,1.1,0.6,0.7,1.1,1.7,7.3,2012-2013,0
81,Victor Claver,SF,24,POR,49,16,16.6,1.5,3.9,0.392,0.5,1.8,0.287,1,2.1,0.48,0.458,0.3,0.6,0.467,0.6,1.8,2.4,0.9,0.5,0.2,0.9,1.5,3.8,2012-2013,0
82,Norris Cole,PG,24,MIA,80,4,19.9,2.2,5.3,0.421,0.4,1.2,0.357,1.8,4.1,0.44,0.462,0.7,1,0.65,0.2,1.4,1.6,2.1,0.7,0.1,1.3,1.9,5.6,2012-2013,0
83,Jason Collins,C,34,TOT,38,9,10.1,0.2,0.8,0.31,0,0,,0.2,0.8,0.31,0.31,0.6,0.8,0.719,0.6,1,1.6,0.2,0.3,0.3,0.5,2.2,1.1,2012-2013,0
84,Darren Collison,PG,25,DAL,81,47,29.3,4.2,8.9,0.471,0.6,1.7,0.353,3.6,7.3,0.498,0.504,3,3.4,0.88,0.4,2.3,2.7,5.1,1.2,0.1,2.1,1.7,12,2012-2013,0
85,Nick Collison,C,32,OKC,81,2,19.5,2.2,3.7,0.595,0,0,0,2.2,3.6,0.603,0.595,0.7,1,0.769,1.5,2.6,4.1,1.5,0.6,0.4,0.9,2.4,5.1,2012-2013,0
86,Mike Conley,PG,25,MEM,80,80,34.5,5.2,11.8,0.44,1.3,3.7,0.362,3.9,8.1,0.476,0.497,2.9,3.5,0.83,0.5,2.3,2.8,6.1,2.2,0.3,2.4,2.1,14.6,2012-2013,0
87,Will Conroy,PG,30,MIN,4,0,5,0,2.3,0,0,0.8,0,0,1.5,0,0,0.3,0.5,0.5,0.3,0,0.3,0,0,0,0,0.3,0.3,2012-2013,0
88,Daequan Cook,SG,25,TOT,49,1,9,1,3.4,0.305,0.5,1.9,0.286,0.5,1.6,0.329,0.383,0.2,0.2,0.75,0.1,1.1,1.2,0.4,0.2,0.1,0.3,0.5,2.8,2012-2013,0
89,Chris Copeland,PF,28,NYK,56,13,15.4,3.3,6.8,0.479,1.1,2.5,0.421,2.2,4.3,0.513,0.557,1.1,1.5,0.759,0.6,1.5,2.1,0.5,0.3,0.2,0.9,1.9,8.7,2012-2013,0
90,DeMarcus Cousins,C,22,SAC,75,74,30.5,6.4,13.8,0.465,0.1,0.3,0.182,6.4,13.5,0.471,0.467,4.2,5.6,0.738,3,7,9.9,2.7,1.4,0.7,3,3.6,17.1,2012-2013,0
91,Jamal Crawford,SG,32,LAC,76,0,29.3,5.9,13.4,0.438,2,5.2,0.376,3.9,8.2,0.477,0.511,2.8,3.3,0.871,0.3,1.4,1.7,2.5,1,0.2,1.9,0.9,16.5,2012-2013,0
92,Jordan Crawford,SG,24,TOT,70,14,24.4,4.3,10.4,0.415,1.2,3.5,0.337,3.1,6.8,0.455,0.472,1.8,2.3,0.811,0.6,2.4,3,3.2,0.6,0.1,2,1.5,11.6,2012-2013,0
93,Jae Crowder,SF,22,DAL,78,16,17.3,1.8,4.7,0.384,0.8,2.5,0.328,1,2.2,0.446,0.47,0.6,0.9,0.644,0.4,1.9,2.4,1.2,0.8,0.2,0.6,1.6,5,2012-2013,0
94,Dante Cunningham,PF,25,MIN,80,9,25.1,3.9,8.4,0.468,0,0.1,0,3.9,8.3,0.472,0.468,0.8,1.3,0.65,1.8,3.3,5.1,0.8,1.1,0.5,0.7,1.9,8.7,2012-2013,0
95,Jared Cunningham,SG,21,DAL,8,0,3.3,0.8,1.8,0.429,0.3,0.4,0.667,0.5,1.4,0.364,0.5,0.3,0.3,1,0.1,0.3,0.4,0.1,0.1,0,0.3,0.4,2,2012-2013,0
96,Eddy Curry,C,30,DAL,2,0,12.5,2,4,0.5,0,0,,2,4,0.5,0.5,0.5,2,0.25,1,1,2,0,0,0,1.5,3.5,4.5,2012-2013,0
97,Stephen Curry,PG,24,GSW,78,78,38.2,8,17.8,0.451,3.5,7.7,0.453,4.5,10.1,0.449,0.549,3.4,3.7,0.9,0.8,3.3,4,6.9,1.6,0.2,3.1,2.5,22.9,2012-2013,0
98,Samuel Dalembert,C,31,MIL,47,23,16.3,2.9,5.4,0.542,0,0,1,2.9,5.4,0.54,0.543,0.8,1.2,0.691,2.2,3.6,5.9,0.4,0.4,1.1,1.1,1.9,6.7,2012-2013,0
99,Marquis Daniels,SF,32,MIL,59,33,18.4,2.2,5.9,0.376,0.3,1.2,0.278,1.9,4.7,0.401,0.405,0.7,0.9,0.741,0.8,1.7,2.5,1.1,0.9,0.2,0.8,1.3,5.5,2012-2013,0
100,Anthony Davis,PF,19,NOH,64,60,28.8,5.5,10.6,0.516,0,0.1,0,5.5,10.5,0.521,0.516,2.6,3.5,0.751,2.6,5.6,8.2,1,1.2,1.8,1.4,2.5,13.5,2012-2013,0
101,Ed Davis,C-PF,23,TOT,81,28,20.1,3.2,6,0.539,0,0,,3.2,6,0.539,0.539,1.3,2.1,0.617,1.9,3.8,5.7,0.8,0.5,1,0.8,2.4,7.7,2012-2013,0
102,Glen Davis,PF,27,ORL,34,33,31.3,6.3,14.1,0.448,0,0.1,0,6.3,14,0.45,0.448,2.5,3.4,0.718,1.6,5.6,7.2,2.1,0.9,0.6,1.9,2.6,15.1,2012-2013,0
103,Austin Daye,SF,24,TOT,55,0,12.3,1.6,3.8,0.433,0.7,1.8,0.418,0.9,2,0.445,0.531,0.5,0.6,0.765,0.3,1.9,2.2,0.8,0.3,0.4,0.5,1.5,4.5,2012-2013,0
104,Nando De Colo,SG,25,SAS,72,6,12.8,1.5,3.3,0.436,0.4,1.1,0.378,1,2.2,0.465,0.5,0.5,0.6,0.795,0.3,1.6,1.9,1.9,0.6,0.1,1.1,1.2,3.8,2012-2013,0
105,Carlos Delfino,SF,30,HOU,67,5,25.2,3.7,9.3,0.405,2.4,6.3,0.375,1.4,3,0.467,0.532,0.7,0.8,0.857,0.3,3,3.3,2,1,0.1,1.1,1.7,10.6,2012-2013,0
106,Luol Deng,SF,27,CHI,75,75,38.7,6.2,14.6,0.426,1,3.1,0.322,5.2,11.5,0.455,0.461,3.1,3.8,0.816,2.2,4.2,6.3,3,1.1,0.4,1.9,1.4,16.5,2012-2013,0
107,Justin Dentmon,PG,27,DAL,2,0,2,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,2012-2013,0
108,DeMar DeRozan,SG,23,TOR,82,82,36.7,6.7,15,0.445,0.4,1.5,0.283,6.3,13.5,0.463,0.459,4.3,5.2,0.831,0.6,3.3,3.9,2.5,0.9,0.3,1.8,2.1,18.1,2012-2013,0
109,Boris Diaw,PF,30,SAS,75,20,22.8,2.4,4.4,0.539,0.4,1,0.385,2,3.4,0.587,0.584,0.6,0.9,0.723,0.9,2.5,3.4,2.4,0.7,0.4,1.1,1.9,5.8,2012-2013,0
110,DeSagana Diop,C,31,CHA,22,1,10.3,0.4,1.2,0.296,0,0,0,0.4,1.2,0.308,0.296,0,0,0,0.5,1.9,2.3,0.6,0.2,0.7,0.4,0.9,0.7,2012-2013,0
111,Keyon Dooling,PG,32,MEM,7,0,11.7,1.4,3,0.476,0.7,1.7,0.417,0.7,1.3,0.556,0.595,0.9,1,0.857,0,0.1,0.1,1.1,0.1,0,0.7,1.1,4.4,2012-2013,0
112,Toney Douglas,PG,26,TOT,71,0,18.2,2.6,6.6,0.403,1.2,3,0.38,1.5,3.5,0.424,0.491,1.1,1.2,0.905,0.5,1.5,1.9,2.1,1,0,1.1,2,7.5,2012-2013,0
113,Chris Douglas-Roberts,SG,26,DAL,6,0,10.5,0.8,2.3,0.357,0,0.7,0,0.8,1.7,0.5,0.357,1.2,1.7,0.7,0,0.8,0.8,0.7,0.3,0,0.2,0.7,2.8,2012-2013,0
114,Goran Dragić,PG,26,PHO,77,77,33.5,5.2,11.8,0.443,1.1,3.6,0.319,4.1,8.2,0.497,0.491,3.2,4.2,0.748,0.8,2.3,3.1,7.4,1.6,0.3,2.8,2.8,14.7,2012-2013,0
115,Andre Drummond,C,19,DET,60,10,20.7,3.5,5.7,0.608,0,0,0.5,3.5,5.7,0.609,0.61,1,2.7,0.371,2.8,4.8,7.6,0.5,1,1.6,1,2.4,7.9,2012-2013,0
116,Jared Dudley,SF,27,PHO,79,50,27.5,4,8.5,0.468,1.3,3.4,0.391,2.6,5,0.52,0.547,1.6,2.1,0.796,1,2.1,3.1,2.6,0.9,0.1,1.3,1.6,10.9,2012-2013,0
117,Chris Duhon,PG,30,LAL,46,9,17.8,1,2.7,0.382,0.7,2,0.363,0.3,0.7,0.438,0.516,0.1,0.3,0.462,0.2,1.2,1.5,2.9,0.4,0,0.9,1.2,2.9,2012-2013,0
